"","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","dest","air_time","distance","hour","minute"
"1577",1,12,556,-4,1209,11,"UA","N565UA",277,"IAH",215,1825,5,56
"1578",1,12,556,-9,1147,-12,"UA","N818UA",646,"ORD",204,1739,5,56
"1579",1,12,611,-9,1134,-31,"AA","N4YDAA",1650,"DFW",184,1616,6,11
"1580",1,12,627,-13,946,-22,"AS","N514AS",646,"PHX",121,1009,6,27
"1581",1,12,627,-3,1428,-13,"UA","N25705",1082,"EWR",274,2434,6,27
"1582",1,12,629,29,1357,28,"DL","N3756",2482,"ATL",244,2172,6,29
"1583",1,12,630,0,909,-6,"WN","N292WN",3023,"SLC",84,630,6,30
"1584",1,12,630,-5,848,-9,"OO","N613SK",4692,"LAX",108,834,6,30
"1585",1,12,633,-7,836,-11,"OO","N218AG",3456,"BUR",104,817,6,33
"1586",1,12,636,-4,903,3,"AS","N306AS",232,"SAN",122,933,6,36
"1587",1,12,638,-2,1232,-3,"WN","N286WN",173,"MDW",214,1751,6,38
"1588",1,12,643,-2,857,-7,"AS","N423AS",560,"LAX",113,834,6,43
"1589",1,12,652,-8,900,-17,"B6","N580JB",1121,"LGB",111,846,6,52
"1590",1,12,653,-7,921,4,"AS","N615AS",582,"SNA",129,859,6,53
"1591",1,12,654,-6,1237,-33,"AA","N3FMAA",2218,"ORD",205,1739,6,54
"1592",1,12,655,-5,1029,-46,"AS","N560AS",833,"HNL",318,2603,6,55
"1593",1,12,658,-7,1215,-9,"DL","N914DN",2090,"MSP",173,1426,6,58
"1594",1,12,659,-6,904,-19,"OO","N223AG",3460,"ONT",106,838,6,59
"1595",1,12,702,-2,838,-21,"UA","N26208",1217,"SFO",77,550,7,2
"1596",1,12,703,-7,1456,-20,"DL","N709TW",2258,"JFK",272,2454,7,3
"1597",1,12,708,-7,905,-13,"AS","N618AS",626,"LAS",97,763,7,8
"1598",1,12,712,-4,1041,-4,"OO","N970SW",6219,"DEN",125,991,7,12
"1599",1,12,714,-6,1052,-43,"AS","N533AS",855,"KOA",321,2607,7,14
"1600",1,12,720,-5,911,-14,"AS","N756AS",244,"SFO",76,550,7,20
"1601",1,12,744,19,843,25,"OO","N297SW",5379,"SEA",43,129,7,44
"1602",1,12,753,-7,1536,-15,"UA","N403UA",250,"IAD",253,2327,7,53
"1603",1,12,758,-2,1007,-15,"AS","N320AS",568,"LAX",111,834,7,58
"1604",1,12,803,-2,1340,-10,"AA","N592AA",1220,"DFW",194,1616,8,3
"1605",1,12,839,-6,1154,-21,"US","N648AW",685,"PHX",119,1009,8,39
"1606",1,12,852,2,1044,-11,"WN","N214WN",3148,"LAS",95,763,8,52
"1607",1,12,913,-2,1643,0,"DL","N3746H",966,"ATL",250,2172,9,13
"1608",1,12,920,-1,1018,4,"OO","N299SW",5428,"SEA",41,129,9,20
"1609",1,12,922,-3,1724,-11,"AS","N529AS",30,"BOS",278,2537,9,22
"1610",1,12,924,9,1247,-18,"OO","N224AG",3466,"TUS",130,1119,9,24
"1611",1,12,942,-3,1723,-17,"AS","N530AS",764,"DCA",265,2350,9,42
"1612",1,12,944,-1,1321,31,"AS","N791AS",131,"ANC",254,1542,9,44
"1613",1,12,947,-3,1716,-19,"AS","N528AS",752,"ATL",253,2172,9,47
"1614",1,12,951,-14,1207,-13,"AS","N612AS",580,"SNA",115,859,9,51
"1615",1,12,957,-6,1139,-12,"OO","N411SW",5243,"SFO",83,550,9,57
"1616",1,12,1002,-13,1533,-31,"AS","N317AS",658,"DFW",191,1616,10,2
"1617",1,12,1006,-2,1554,-11,"UA","N27213",1170,"ORD",202,1739,10,6
"1618",1,12,1007,-3,1610,0,"AS","N617AS",686,"ORD",219,1739,10,7
"1619",1,12,1011,-4,1356,-24,"HA","N382HA",25,"HNL",328,2603,10,11
"1620",1,12,1012,-7,1253,-7,"DL","N348NB",2450,"SLC",80,630,10,12
"1621",1,12,1020,5,1340,5,"WN","N929WN",971,"DEN",123,991,10,20
"1622",1,12,1021,-9,1351,-6,"AS","N307AS",640,"PHX",124,1009,10,21
"1623",1,12,1023,-2,1407,-38,"AS","N586AS",803,"LIH",318,2631,10,23
"1624",1,12,1024,-3,1253,-2,"OO","N953SW",6518,"LAX",109,834,10,24
"1625",1,12,1024,-6,1141,18,"OO","N291SW",5397,"SEA",52,129,10,24
"1626",1,12,1038,-7,1403,-2,"F9","N205FR",360,"DEN",124,991,10,38
"1627",1,12,1056,-4,1256,-17,"AS","N713AS",564,"LAX",109,834,10,56
"1628",1,12,1057,6,1441,18,"OO","N507CA",5576,"DEN",136,991,10,57
"1629",1,12,1059,-1,1257,-13,"WN","N687SW",891,"LAS",98,763,10,59
"1630",1,12,1104,-1,1613,-12,"WN","N262WN",679,"MCI",175,1482,11,4
"1631",1,12,1114,-6,1451,-44,"AS","N557AS",809,"OGG",317,2562,11,14
"1632",1,12,1124,9,1253,-2,"WN","N450WN",1259,"SJC",76,569,11,24
"1633",1,12,1125,-5,1338,-7,"AS","N535AS",578,"SAN",112,933,11,25
"1634",1,12,1137,-3,1834,-8,"DL","N3773D",2363,"DTW",218,1953,11,37
"1635",1,12,1137,2,1313,-2,"VX","N530VA",817,"SFO",83,550,11,37
"1636",1,12,1138,-5,1217,-5,"OO","N297SW",5438,"EUG",26,106,11,38
"1637",1,12,1140,15,1511,17,"US","N824AW",634,"PHX",121,1009,11,40
"1638",1,12,1151,-5,1240,3,"OO","N299SW",5325,"RDM",33,116,11,51
"1639",1,12,1155,4,1413,3,"OO","N606SK",4698,"LAX",104,834,11,55
"1640",1,12,1204,-2,1805,0,"UA","N462UA",235,"IAH",216,1825,12,4
"1641",1,12,1209,-1,1527,-13,"WN","N951WN",1033,"PHX",120,1009,12,9
"1642",1,12,1210,-5,1412,-8,"OO","N218AG",3454,"BUR",105,817,12,10
"1643",1,12,1217,7,1741,-14,"AA","N476AA",1568,"DFW",184,1616,12,17
"1644",1,12,1223,-5,1352,-26,"UA","N830UA",353,"SFO",76,550,12,23
"1645",1,12,1242,7,1356,1,"WN","N963WN",467,"SMF",63,479,12,42
"1646",1,12,1247,-8,1449,-8,"AS","N590AS",622,"LAS",101,763,12,47
"1647",1,12,1256,-4,1809,-9,"DL","N957DN",2164,"MSP",175,1426,12,56
"1648",1,12,1300,0,1625,5,"WN","N902WN",3278,"DEN",129,991,13,0
"1649",1,12,1311,-4,1517,-13,"B6","N580JB",1521,"LGB",111,846,13,11
"1650",1,12,1312,-3,1512,-22,"OO","N223AG",3478,"LGB",108,846,13,12
"1651",1,12,1315,-5,1558,-5,"DL","N390DA",2093,"SLC",83,630,13,15
"1652",1,12,1316,-4,2044,-4,"DL","N3763D",970,"ATL",248,2172,13,16
"1653",1,12,1317,-4,1419,5,"OO","N291SW",5423,"SEA",45,129,13,17
"1654",1,12,1318,-7,1452,-19,"UA","N828UA",712,"SFO",74,550,13,18
"1655",1,12,1319,-6,1934,-1,"AA","N3KWAA",115,"ORD",224,1739,13,19
"1656",1,12,1342,77,1510,65,"WN","N931WN",3740,"OAK",74,543,13,42
"1657",1,12,1411,-6,1947,-18,"UA","N569UA",464,"ORD",194,1739,14,11
"1658",1,12,1428,8,1543,-2,"WN","N469WN",877,"SMF",63,479,14,28
"1659",1,12,1429,4,1538,-7,"WN","N904WN",4125,"RNO",56,444,14,29
"1660",1,12,1455,6,1817,8,"F9","N208FR",792,"DEN",123,991,14,55
"1661",1,12,1518,3,1833,-12,"US","N648AW",500,"PHX",121,1009,15,18
"1662",1,12,1522,-3,1853,3,"UA","N34282",1062,"DEN",131,991,15,22
"1663",1,12,1524,-3,1655,-20,"UA","N486UA",639,"SFO",75,550,15,24
"1664",1,12,1525,-5,2030,-11,"DL","N328NW",2430,"MSP",168,1426,15,25
"1665",1,12,1529,-6,2056,-14,"AA","N202AA",157,"DFW",186,1616,15,29
"1666",1,12,1529,-6,1609,-7,"OO","N297SW",5331,"RDM",29,116,15,29
"1667",1,12,1535,25,1856,16,"WN","N352SW",113,"PHX",125,1009,15,35
"1668",1,12,1544,-6,1751,-14,"AS","N618AS",592,"SNA",112,859,15,44
"1669",1,12,1546,-4,1756,-8,"AS","N795AS",588,"PSP",114,873,15,46
"1670",1,12,1604,-4,1710,10,"OO","N584SW",5404,"SEA",42,129,16,4
"1671",1,12,1620,-5,1820,-11,"OO","N224AG",3462,"ONT",105,838,16,20
"1672",1,12,1620,-5,1811,-24,"OO","N215AG",3494,"SBA",95,784,16,20
"1673",1,12,1622,17,1756,11,"WN","N282WN",1071,"SJC",77,569,16,22
"1674",1,12,1624,-6,1754,-18,"AS","N607AS",402,"SJC",76,569,16,24
"1675",1,12,1652,10,1932,7,"DL","N370NW",1194,"SLC",83,630,16,52
"1676",1,12,1719,19,1847,12,"WN","N470WN",693,"OAK",75,543,17,19
"1677",1,12,1736,125,1959,134,"OO","N548CA",4688,"LAX",105,834,17,36
"1678",1,12,1738,-7,1954,-5,"AS","N307AS",562,"LAX",110,834,17,38
"1679",1,12,1738,-7,1933,-16,"OO","N218AG",3488,"BUR",102,817,17,38
"1680",1,12,1750,14,2035,40,"OO","N821SK",4719,"LAX",106,834,17,50
"1681",1,12,1751,-9,2056,-33,"US","N620AW",577,"PHX",115,1009,17,51
"1682",1,12,1800,-5,1933,-12,"VX","N523VA",948,"SFO",75,550,18,0
"1683",1,12,1800,30,1857,35,"OO","N229SW",5417,"SEA",43,129,18,0
"1684",1,12,1805,5,2040,0,"WN","N917WN",600,"SLC",82,630,18,5
"1685",1,12,1833,0,2010,-12,"OO","N918SW",6274,"SFO",77,550,18,33
"1686",1,12,1839,4,2011,-4,"WN","N767SW",719,"OAK",76,543,18,39
"1687",1,12,1845,46,2017,27,"OO","N954SW",5553,"SFO",77,550,18,45
"1688",1,12,1846,-9,2039,-16,"AS","N614AS",620,"LAS",98,763,18,46
"1689",1,12,1905,-5,2006,4,"OO","N584SW",5305,"SEA",44,129,19,5
"1690",1,12,1910,30,2258,3,"AS","N590AS",863,"OGG",330,2562,19,10
"1691",1,12,1914,14,2029,9,"WN","N465WN",4812,"SMF",62,479,19,14
"1692",1,12,1915,0,2109,-6,"WN","N743SW",411,"LAS",96,763,19,15
"1693",1,12,1918,8,2105,5,"AS","N612AS",379,"SFO",80,550,19,18
"1694",1,12,1931,11,2248,8,"F9","N922FR",794,"DEN",119,991,19,31
"1695",1,12,1944,-6,2300,10,"AS","N535AS",137,"ANC",241,1542,19,44
"1696",1,12,1948,-7,2124,-15,"AS","N514AS",404,"SJC",81,569,19,48
"1697",1,12,1958,-2,2135,-9,"UA","N77518",1458,"SFO",79,550,19,58
"1698",1,12,2004,19,2223,13,"OO","N926SW",6250,"LAX",109,834,20,4
"1699",1,12,2040,-5,2246,-16,"AS","N534AS",574,"SAN",114,933,20,40
"1700",1,12,2055,25,2235,15,"WN","N956WN",219,"SJC",81,569,20,55
"1701",1,12,2133,10,526,2,"B6","N705JB",1206,"JFK",275,2454,21,33
"1702",1,12,2218,-7,553,-11,"US","N660AW",462,"CLT",263,2282,22,18
"1703",1,12,2225,0,2300,-2,"OO","N297SW",5440,"RDM",26,116,22,25
"1704",1,12,2236,11,2318,14,"OO","N584SW",5353,"EUG",28,106,22,36
"1705",1,12,2236,6,2339,1,"OO","N229SW",5437,"LMT",48,241,22,36
"1706",1,12,2237,12,151,26,"AS","N523AS",145,"ANC",236,1542,22,37
"1707",1,12,2242,-3,608,-2,"DL","N3764D",503,"ATL",247,2172,22,42
"1708",1,13,515,-5,838,-13,"US","N549UW",649,"PHX",127,1009,5,15
"1709",1,13,537,-3,857,-11,"UA","N78509",1569,"DEN",123,991,5,37
"1710",1,13,554,-6,739,-4,"AS","N786AS",406,"SJC",85,569,5,54
"1711",1,13,556,-4,1311,-18,"DL","N3749D",2482,"ATL",240,2172,5,56
"1712",1,13,556,-4,926,1,"F9","N205FR",796,"DEN",128,991,5,56
"1713",1,13,556,-4,1143,-15,"UA","N523UA",235,"IAH",208,1825,5,56
"1714",1,13,559,-1,930,-5,"WN","N383SW",1927,"PHX",132,1009,5,59
"1715",1,13,559,-6,1140,-19,"UA","N494UA",646,"ORD",199,1739,5,59
"1716",1,13,559,-1,736,-8,"UA","N34455",1621,"SFO",78,550,5,59
"1717",1,13,600,0,857,9,"DL","N684DA",1831,"SLC",79,630,6,0
"1718",1,13,613,-7,1138,-27,"AA","N4YGAA",1650,"DFW",188,1616,6,13
"1719",1,13,625,-5,905,-10,"WN","N934WN",3156,"SLC",81,630,6,25
"1720",1,13,629,-6,904,7,"OO","N608SK",4692,"LAX",116,834,6,29
"1721",1,13,631,-9,850,-10,"AS","N532AS",572,"SAN",120,933,6,31
"1722",1,13,633,-7,956,-12,"AS","N535AS",646,"PHX",126,1009,6,33
"1723",1,13,633,-2,957,-3,"WN","N291WN",419,"DEN",122,991,6,33
"1724",1,13,634,-6,843,-4,"OO","N218AG",3456,"BUR",110,817,6,34
"1725",1,13,641,-4,906,2,"AS","N423AS",560,"LAX",114,834,6,41
"1726",1,13,648,8,1237,2,"WN","N267WN",173,"MDW",213,1751,6,48
"1727",1,13,650,0,818,3,"WN","N751SW",1181,"SMF",72,479,6,50
"1728",1,13,650,-10,829,-11,"VX","N847VA",84,"SFO",81,550,6,50
"1729",1,13,652,-8,907,-10,"AS","N618AS",582,"SNA",119,859,6,52
"1730",1,13,655,-5,903,-14,"B6","N632JB",1121,"LGB",112,846,6,55
"1731",1,13,659,-1,1043,-32,"AS","N560AS",833,"HNL",330,2603,6,59
"1732",1,13,700,-5,905,-18,"OO","N219AG",3460,"ONT",113,838,7,0
"1733",1,13,702,-6,1543,30,"UA","N529UA",583,"EWR",308,2434,7,2
"1734",1,13,704,-6,1457,-19,"DL","N624AG",2258,"JFK",275,2454,7,4
"1735",1,13,704,0,838,-21,"UA","N37293",1217,"SFO",79,550,7,4
"1736",1,13,706,6,1255,-15,"AA","N3KKAA",2218,"ORD",204,1739,7,6
"1737",1,13,710,-5,911,-7,"AS","N306AS",626,"LAS",103,763,7,10
"1738",1,13,712,-3,851,-9,"WN","N485WN",380,"SJC",86,569,7,12
"1739",1,13,716,-7,1057,5,"OO","N937SW",6219,"DEN",133,991,7,16
"1740",1,13,717,-3,1103,-32,"AS","N596AS",855,"KOA",328,2607,7,17
"1741",1,13,723,-2,909,-16,"AS","N756AS",244,"SFO",86,550,7,23
"1742",1,13,738,13,836,18,"OO","N229SW",5379,"SEA",42,129,7,38
"1743",1,13,751,-9,955,-27,"AS","N419AS",568,"LAX",110,834,7,51
"1744",1,13,753,-7,1525,-26,"UA","N495UA",250,"IAD",257,2327,7,53
"1745",1,13,829,-1,959,-11,"WN","N424WN",153,"OAK",79,543,8,29
"1746",1,13,842,-3,1215,0,"US","N664AW",685,"PHX",129,1009,8,42
"1747",1,13,849,-1,1054,-1,"WN","N626SW",663,"LAS",105,763,8,49
"1748",1,13,913,-2,1239,-26,"OO","N224AG",3466,"TUS",134,1119,9,13
"1749",1,13,917,-8,1730,-5,"AS","N590AS",30,"BOS",285,2537,9,17
"1750",1,13,918,73,1440,50,"AA","N436AA",1220,"DFW",186,1616,9,18
"1751",1,13,918,-3,1012,-2,"OO","N584SW",5428,"SEA",43,129,9,18
"1752",1,13,927,-3,1505,-22,"UA","N32404",1142,"ORD",195,1739,9,27
"1753",1,13,930,15,1649,6,"DL","N381DN",966,"ATL",241,2172,9,30
"1754",1,13,941,-4,1245,-5,"AS","N617AS",131,"ANC",231,1542,9,41
"1755",1,13,945,-5,1719,-16,"AS","N403AS",752,"ATL",251,2172,9,45
"1756",1,13,951,6,1726,-14,"AS","N508AS",764,"DCA",261,2350,9,51
"1757",1,13,957,-8,1220,0,"AS","N607AS",580,"SNA",118,859,9,57
"1758",1,13,1000,-3,1151,0,"OO","N982SW",5243,"SFO",85,550,10,0
"1759",1,13,1004,-6,1604,-6,"AS","N614AS",686,"ORD",214,1739,10,4
"1760",1,13,1009,-6,1350,-30,"HA","N389HA",25,"HNL",324,2603,10,9
"1761",1,13,1014,-1,1545,-19,"AS","N305AS",658,"DFW",190,1616,10,14
"1762",1,13,1016,-3,1249,-11,"DL","N332NB",2450,"SLC",79,630,10,16
"1763",1,13,1018,-2,1136,-9,"WN","N266WN",4459,"SMF",66,479,10,18
"1764",1,13,1022,-5,1237,-18,"OO","N970SW",6518,"LAX",111,834,10,22
"1765",1,13,1024,-6,1346,-11,"AS","N317AS",640,"PHX",128,1009,10,24
"1766",1,13,1027,-3,1129,6,"OO","N297SW",5397,"SEA",45,129,10,27
"1767",1,13,1034,4,1353,3,"WN","N440LV",48,"DEN",121,991,10,34
"1768",1,13,1045,0,1408,3,"F9","N210FR",360,"DEN",123,991,10,45
"1769",1,13,1046,-6,1433,9,"OO","N951SW",5576,"DEN",133,991,10,46
"1770",1,13,1050,-10,1300,-13,"AS","N786AS",564,"LAX",111,834,10,50
"1771",1,13,1056,1,1237,2,"WN","N794SW",4722,"OAK",80,543,10,56
"1772",1,13,1057,32,1444,-1,"AS","N537AS",803,"LIH",332,2631,10,57
"1773",1,13,1114,-1,1255,0,"WN","N796SW",1259,"SJC",83,569,11,14
"1774",1,13,1116,-4,1511,-24,"AS","N533AS",809,"OGG",331,2562,11,16
"1775",1,13,1116,11,1621,-4,"WN","N208WN",679,"MCI",172,1482,11,16
"1776",1,13,1119,19,1316,6,"WN","N646SW",891,"LAS",105,763,11,19
"1777",1,13,1124,-2,1304,-11,"OO","N909SW",5263,"SFO",85,550,11,24
"1778",1,13,1125,-10,1308,-7,"VX","N523VA",817,"SFO",85,550,11,25
"1779",1,13,1125,0,1445,-9,"US","N825AW",634,"PHX",125,1009,11,25
"1780",1,13,1127,-3,1336,-9,"AS","N594AS",578,"SAN",116,933,11,27
"1781",1,13,1135,-5,1835,-7,"DL","N3738B",2363,"DTW",221,1953,11,35
"1782",1,13,1138,-5,1219,-3,"OO","N229SW",5438,"EUG",23,106,11,38
"1783",1,13,1143,278,1646,262,"DL","N962DN",2090,"MSP",165,1426,11,43
"1784",1,13,1146,-10,1222,-15,"OO","N584SW",5325,"RDM",24,116,11,46
"1785",1,13,1148,-3,1359,-11,"OO","N633SK",4698,"LAX",110,834,11,48
"1786",1,13,1204,-2,1755,-10,"UA","N473UA",327,"IAH",206,1825,12,4
"1787",1,13,1205,-10,1408,-12,"OO","N218AG",3454,"BUR",109,817,12,5
"1788",1,13,1210,10,1530,0,"WN","N7714B",671,"PHX",126,1009,12,10
"1789",1,13,1223,13,1749,-6,"AA","N570AA",1568,"DFW",189,1616,12,23
"1790",1,13,1225,-10,1357,-28,"UA","N461UA",353,"SFO",78,550,12,25
"1791",1,13,1230,-5,1347,-8,"WN","N603SW",467,"SMF",64,479,12,30
"1792",1,13,1243,18,1418,13,"WN","N360SW",3740,"OAK",79,543,12,43
"1793",1,13,1251,-9,1749,-29,"DL","N933DN",2164,"MSP",164,1426,12,51
"1794",1,13,1253,-2,1454,-3,"AS","N556AS",622,"LAS",105,763,12,53
"1795",1,13,1259,-1,1622,2,"WN","N283WN",1160,"DEN",125,991,12,59
"1796",1,13,1305,-10,1522,-8,"B6","N632JB",1521,"LGB",116,846,13,5
"1797",1,13,1311,-14,1855,-40,"AA","N3FMAA",115,"ORD",202,1739,13,11
"1798",1,13,1312,-3,1518,-16,"OO","N219AG",3478,"LGB",114,846,13,12
"1799",1,13,1313,-7,1546,-17,"DL","N390DA",2093,"SLC",78,630,13,13
"1800",1,13,1319,6,1457,-5,"OO","N934SW",6274,"SFO",81,550,13,19
"1801",1,13,1320,-1,1413,-1,"OO","N297SW",5423,"SEA",40,129,13,20
"1802",1,13,1321,1,2037,-11,"DL","N3758Y",970,"ATL",236,2172,13,21
"1803",1,13,1408,-9,1945,-20,"UA","N536UA",464,"ORD",197,1739,14,8
"1804",1,13,1422,-3,1533,-12,"WN","N252WN",4125,"RNO",58,444,14,22
"1805",1,13,1430,10,1547,2,"WN","N439WN",752,"SMF",65,479,14,30
"1806",1,13,1456,7,1821,12,"F9","N218FR",792,"DEN",126,991,14,56
"1807",1,13,1510,0,1834,-6,"WN","N363SW",113,"PHX",133,1009,15,10
"1808",1,13,1510,-5,1833,-12,"US","N626AW",500,"PHX",129,1009,15,10
"1809",1,13,1512,-15,1644,-31,"UA","N811UA",639,"SFO",80,550,15,12
"1810",1,13,1517,-13,2025,-16,"DL","N314US",2430,"MSP",169,1426,15,17
"1811",1,13,1517,-8,1838,-12,"UA","N77518",1062,"DEN",120,991,15,17
"1812",1,13,1523,-8,1734,-11,"OO","N810SK",4688,"LAX",109,834,15,23
"1813",1,13,1527,-8,2053,-17,"AA","N4YPAA",157,"DFW",187,1616,15,27
"1814",1,13,1531,-4,1608,-8,"OO","N229SW",5331,"RDM",26,116,15,31
"1815",1,13,1540,-10,1750,-15,"AS","N622AS",592,"SNA",116,859,15,40
"1816",1,13,1544,-6,1749,-15,"AS","N615AS",588,"PSP",110,873,15,44
"1817",1,13,1601,-4,1733,-12,"WN","N442WN",1071,"SJC",80,569,16,1
"1818",1,13,1601,-7,1652,-8,"OO","N579SW",5404,"SEA",42,129,16,1
"1819",1,13,1614,-11,1816,-15,"OO","N223AG",3462,"ONT",107,838,16,14
"1820",1,13,1616,-9,1813,-22,"OO","N217AG",3494,"SBA",100,784,16,16
"1821",1,13,1619,-11,1805,-7,"AS","N306AS",402,"SJC",83,569,16,19
"1822",1,13,1639,-3,1918,-7,"DL","N333NW",1194,"SLC",85,630,16,39
"1823",1,13,1700,0,1829,-6,"WN","N940WN",693,"OAK",75,543,17,0
"1824",1,13,1730,0,1823,1,"OO","N297SW",5417,"SEA",40,129,17,30
"1825",1,13,1734,-2,1955,0,"OO","N693CA",4719,"LAX",119,834,17,34
"1826",1,13,1740,-5,1947,-2,"OO","N218AG",3488,"BUR",105,817,17,40
"1827",1,13,1741,-4,1957,-2,"AS","N317AS",562,"LAX",110,834,17,41
"1828",1,13,1752,-13,1928,-17,"VX","N529VA",948,"SFO",85,550,17,52
"1829",1,13,1753,-7,2112,-17,"US","N657AW",577,"PHX",121,1009,17,53
"1830",1,13,1813,13,2051,11,"WN","N660SW",122,"SLC",82,630,18,13
"1831",1,13,1832,-3,2004,-11,"WN","N202WN",719,"OAK",77,543,18,32
"1832",1,13,1838,-2,2213,-42,"AS","N594AS",863,"OGG",319,2562,18,38
"1833",1,13,1848,49,2031,41,"OO","N954SW",5553,"SFO",81,550,18,48
"1834",1,13,1850,-5,2045,-10,"AS","N625AS",620,"LAS",100,763,18,50
"1835",1,13,1853,-6,2038,-10,"OO","N980SW",5559,"SFO",81,550,18,53
"1836",1,13,1906,6,2024,4,"WN","N489WN",747,"SMF",65,479,19,6
"1837",1,13,1907,-3,2042,-18,"AS","N607AS",379,"SFO",77,550,19,7
"1838",1,13,1910,0,2007,5,"OO","N229SW",5305,"SEA",39,129,19,10
"1839",1,13,1915,-5,2259,19,"F9","N943FR",794,"DEN",126,991,19,15
"1840",1,13,1925,10,2118,3,"WN","N7738A",386,"LAS",101,763,19,25
"1841",1,13,1938,-7,2200,-10,"OO","N917SW",6250,"LAX",110,834,19,38
"1842",1,13,1940,-10,2229,-21,"AS","N535AS",137,"ANC",213,1542,19,40
"1843",1,13,2000,-6,2134,-16,"UA","N14214",1220,"SFO",79,550,20,0
"1844",1,13,2028,-2,2203,-17,"WN","N787SA",764,"SJC",81,569,20,28
"1845",1,13,2029,34,2202,23,"AS","N407AS",404,"SJC",80,569,20,29
"1846",1,13,2031,-14,2241,-21,"AS","N557AS",574,"SAN",115,933,20,31
"1847",1,13,2120,-3,525,1,"B6","N510JB",1206,"JFK",285,2454,21,20
"1848",1,13,2214,-11,108,-17,"AS","N528AS",145,"ANC",221,1542,22,14
"1849",1,13,2223,-2,2301,-1,"OO","N297SW",5440,"RDM",26,116,22,23
"1850",1,13,2234,-11,600,-10,"DL","N3765",503,"ATL",245,2172,22,34
"1851",1,13,2234,9,2312,8,"OO","N579SW",5353,"EUG",24,106,22,34
"1852",1,14,514,-6,842,-9,"US","N547UW",548,"PHX",126,1009,5,14
"1853",1,14,533,-7,908,0,"UA","N34282",1569,"DEN",133,991,5,33
"1854",1,14,552,-8,1144,-14,"UA","N548UA",235,"IAH",204,1825,5,52
"1855",1,14,553,-7,729,-14,"AS","N518AS",406,"SJC",81,569,5,53
"1856",1,14,553,-7,835,-13,"DL","N699DL",1831,"SLC",78,630,5,53
"1857",1,14,554,-6,1309,-20,"DL","N3738B",2482,"ATL",236,2172,5,54
"1858",1,14,600,-5,1151,-8,"UA","N64809",1142,"ORD",215,1739,6,0
"1859",1,14,601,1,923,-12,"WN","N7742B",1927,"PHX",123,1009,6,1
"1860",1,14,605,5,756,12,"UA","N36476",1621,"SFO",79,550,6,5
"1861",1,14,614,-6,1138,-27,"AA","N4XVAA",1650,"DFW",189,1616,6,14
"1862",1,14,629,-1,906,-9,"WN","N961WN",3156,"SLC",82,630,6,29
"1863",1,14,630,-10,840,-20,"AS","N596AS",572,"SAN",116,933,6,30
"1864",1,14,631,-4,853,-4,"OO","N631SK",4692,"LAX",111,834,6,31
"1865",1,14,631,-9,837,-10,"OO","N218AG",3456,"BUR",108,817,6,31
"1866",1,14,635,0,1010,10,"WN","N291WN",419,"DEN",135,991,6,35
"1867",1,14,637,-3,1236,1,"WN","N436WN",173,"MDW",217,1751,6,37
"1868",1,14,638,-2,1001,-7,"AS","N306AS",646,"PHX",125,1009,6,38
"1869",1,14,641,-4,853,-11,"AS","N423AS",560,"LAX",107,834,6,41
"1870",1,14,648,-2,808,-7,"WN","N422WN",1181,"SMF",67,479,6,48
"1871",1,14,649,-11,826,-14,"VX","N853VA",84,"SFO",83,550,6,49
"1872",1,14,650,-10,1253,-17,"AA","N3BNAA",2218,"ORD",214,1739,6,50
"1873",1,14,651,-9,859,-18,"B6","N784JB",1121,"LGB",115,846,6,51
"1874",1,14,656,-4,1032,7,"F9","N210FR",796,"DEN",136,991,6,56
"1875",1,14,657,-3,1041,-34,"AS","N560AS",833,"HNL",328,2603,6,57
"1876",1,14,657,-13,1505,-11,"DL","N706TW",2258,"JFK",294,2454,6,57
"1877",1,14,658,-7,910,-13,"OO","N215AG",3460,"ONT",113,838,6,58
"1878",1,14,658,-6,839,-20,"UA","N37293",1038,"SFO",81,550,6,58
"1879",1,14,706,-9,907,-11,"AS","N622AS",626,"LAS",101,763,7,6
"1880",1,14,711,6,1229,5,"DL","N945DN",2090,"MSP",180,1426,7,11
"1881",1,14,714,-1,852,-8,"WN","N934WN",380,"SJC",84,569,7,14
"1882",1,14,717,-7,1527,-2,"UA","N558UA",604,"EWR",290,2434,7,17
"1883",1,14,720,-5,908,-17,"AS","N708AS",380,"SFO",88,550,7,20
"1884",1,14,720,-5,816,-2,"OO","N297SW",5379,"SEA",37,129,7,20
"1885",1,14,725,5,1112,-23,"AS","N558AS",855,"KOA",327,2607,7,25
"1886",1,14,748,-12,956,-26,"AS","N713AS",568,"LAX",112,834,7,48
"1887",1,14,755,-10,1332,-18,"AA","N4YGAA",1220,"DFW",196,1616,7,55
"1888",1,14,758,-2,1538,-13,"UA","N406UA",250,"IAD",264,2327,7,58
"1889",1,14,806,50,1151,66,"OO","N495CA",6219,"DEN",139,991,8,6
"1890",1,14,841,-4,1202,-13,"US","N647AW",685,"PHX",125,1009,8,41
"1891",1,14,845,-5,1046,-9,"WN","N655WN",663,"LAS",110,763,8,45
"1892",1,14,847,17,1021,11,"WN","N212WN",153,"OAK",78,543,8,47
"1893",1,14,913,-8,1012,-2,"OO","N579SW",5428,"SEA",41,129,9,13
"1894",1,14,913,-2,1248,-17,"OO","N223AG",3466,"TUS",138,1119,9,13
"1895",1,14,914,-1,1636,-7,"DL","N3750D",966,"ATL",242,2172,9,14
