"","year","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","origin","dest","air_time","distance","hour","minute"
"14806",2014,12,22,623,3,1335,-23,"DL","N827DN",1156,"PDX","ATL",230,2172,6,23
"14807",2014,12,22,625,-10,822,-27,"OO","N224AG",3460,"PDX","ONT",102,838,6,25
"14808",2014,12,22,625,-10,833,-21,"AS","N779AS",576,"PDX","SAN",111,933,6,25
"14809",2014,12,22,632,-3,1226,-4,"WN","N8309C",470,"PDX","MDW",210,1751,6,32
"14810",2014,12,22,632,-3,819,-1,"WN","N272WN",1538,"PDX","OAK",78,543,6,32
"14811",2014,12,22,634,-6,824,-26,"OO","N219AG",3456,"PDX","BUR",96,817,6,34
"14812",2014,12,22,636,-4,858,-6,"AS","N320AS",558,"PDX","LAX",102,834,6,36
"14813",2014,12,22,647,-8,1150,-28,"DL","N817DN",2090,"PDX","MSP",161,1426,6,47
"14814",2014,12,22,651,1,900,-9,"AS","N607AS",582,"PDX","SNA",113,859,6,51
"14815",2014,12,22,651,-9,1113,3,"AS","N533AS",833,"PDX","HNL",364,2603,6,51
"14816",2014,12,22,652,-8,913,20,"UA","N805UA",995,"PDX","SFO",81,550,6,52
"14817",2014,12,22,652,-8,754,4,"AS","N786AS",415,"PDX","SEA",32,129,6,52
"14818",2014,12,22,654,-6,1450,-23,"DL","N3749D",400,"PDX","JFK",277,2454,6,54
"14819",2014,12,22,654,-11,1301,1,"AA","N3DVAA",86,"PDX","ORD",207,1739,6,54
"14820",2014,12,22,655,0,825,0,"WN","N626SW",213,"PDX","SMF",70,479,6,55
"14821",2014,12,22,657,-3,904,-12,"B6","N598JB",1121,"PDX","LGB",105,846,6,57
"14822",2014,12,22,700,20,841,21,"VX","N841VA",805,"PDX","SFO",79,550,7,0
"14823",2014,12,22,700,0,847,-3,"WN","N776WN",1360,"PDX","SJC",86,569,7,0
"14824",2014,12,22,715,-5,1126,-7,"AS","N519AS",855,"PDX","KOA",360,2607,7,15
"14825",2014,12,22,721,-4,905,-24,"AS","N627AS",244,"PDX","SFO",81,550,7,21
"14826",2014,12,22,750,0,1558,-6,"AS","N552AS",30,"PDX","BOS",287,2537,7,50
"14827",2014,12,22,756,-4,952,-10,"AS","N464AS",626,"PDX","LAS",93,763,7,56
"14828",2014,12,22,801,-9,1316,-39,"AA","N598AA",1608,"PDX","DFW",173,1616,8,1
"14829",2014,12,22,805,-6,1554,-9,"UA","N430UA",250,"PDX","IAD",272,2327,8,5
"14830",2014,12,22,823,-2,1001,-4,"WN","N225WN",203,"PDX","OAK",81,543,8,23
"14831",2014,12,22,830,-5,924,-1,"OO","N807SK",4608,"PDX","SEA",33,129,8,30
"14832",2014,12,22,840,-5,1157,-15,"US","N572UW",519,"PDX","PHX",107,1009,8,40
"14833",2014,12,22,857,2,1102,-18,"WN","N452WN",4215,"PDX","SAN",113,933,8,57
"14834",2014,12,22,927,-3,1236,-22,"AS","N625AS",644,"PDX","PHX",110,1009,9,27
"14835",2014,12,22,943,33,1101,26,"WN","N701GS",2070,"PDX","SMF",63,479,9,43
"14836",2014,12,22,952,2,1229,-11,"OO","N225AG",3492,"PDX","SLC",75,630,9,52
"14837",2014,12,22,952,22,1308,-7,"OO","N227AG",3466,"PDX","TUS",116,1119,9,52
"14838",2014,12,22,959,14,1310,18,"AS","N565AS",131,"PDX","ANC",231,1542,9,59
"14839",2014,12,22,1003,13,1219,4,"AS","N615AS",568,"PDX","LAX",110,834,10,3
"14840",2014,12,22,1007,17,1747,7,"AS","N535AS",764,"PDX","DCA",267,2350,10,7
"14841",2014,12,22,1012,-3,1430,15,"HA","N395HA",25,"PDX","HNL",358,2603,10,12
"14842",2014,12,22,1022,17,1332,3,"F9","N919FR",788,"PDX","DEN",112,991,10,22
"14843",2014,12,22,1022,-3,1505,29,"AS","N589AS",801,"PDX","LIH",385,2631,10,22
"14844",2014,12,22,1026,1,1631,6,"AS","N611AS",688,"PDX","ORD",208,1739,10,26
"14845",2014,12,22,1028,-3,1301,-9,"DL","N820DN",2189,"PDX","SLC",79,630,10,28
"14846",2014,12,22,1032,37,1551,12,"AS","N407AS",652,"PDX","DFW",170,1616,10,32
"14847",2014,12,22,1113,63,1324,74,"AS","N792AS",382,"PDX","SFO",106,550,11,13
"14848",2014,12,22,1118,-2,1553,21,"AS","N568AS",809,"PDX","OGG",370,2562,11,18
"14849",2014,12,22,1119,-6,1209,-6,"OO","N609SK",4623,"PDX","SEA",37,129,11,19
"14850",2014,12,22,1121,31,1437,22,"WN","N758SW",1527,"PDX","DEN",117,991,11,21
"14851",2014,12,22,1127,22,1305,20,"WN","N936WN",611,"PDX","OAK",79,543,11,27
"14852",2014,12,22,1131,21,1637,12,"WN","N476WN",3853,"PDX","MCI",166,1482,11,31
"14853",2014,12,22,1136,1,1339,-14,"AS","N592AS",580,"PDX","SNA",108,859,11,36
"14854",2014,12,22,1139,14,1445,-7,"US","N655AW",574,"PDX","PHX",111,1009,11,39
"14855",2014,12,22,1142,21,1748,29,"UA","N414UA",679,"PDX","ORD",202,1739,11,42
"14856",2014,12,22,1146,-7,1859,-23,"DL","N803DN",2518,"PDX","ATL",229,2172,11,46
"14857",2014,12,22,1155,15,1326,6,"WN","N717SA",2342,"PDX","SJC",82,569,11,55
"14858",2014,12,22,1203,33,1339,27,"AS","N793AS",408,"PDX","SJC",81,569,12,3
"14859",2014,12,22,1205,1,1750,-18,"UA","N77430",1236,"PDX","IAH",204,1825,12,5
"14860",2014,12,22,1214,-6,1410,-16,"OO","N219AG",3454,"PDX","BUR",97,817,12,14
"14861",2014,12,22,1216,26,1403,13,"WN","N422WN",4808,"PDX","LAS",92,763,12,16
"14862",2014,12,22,1218,3,1425,-10,"AS","N795AS",572,"PDX","SAN",113,933,12,18
"14863",2014,12,22,1234,9,1427,-3,"OO","N224AG",3470,"PDX","SBA",91,784,12,34
"14864",2014,12,22,1242,47,1756,21,"AA","N4XJAA",1453,"PDX","DFW",173,1616,12,42
"14865",2014,12,22,1256,-4,1755,-21,"DL","N369NW",2164,"PDX","MSP",167,1426,12,56
"14866",2014,12,22,1300,25,1415,15,"WN","N8633A",198,"PDX","SMF",65,479,13,0
"14867",2014,12,22,1306,26,1620,15,"WN","N609SW",528,"PDX","DEN",117,991,13,6
"14868",2014,12,22,1306,6,1451,4,"AS","N516AS",400,"PDX","SFO",78,550,13,6
"14869",2014,12,22,1311,42,1437,21,"UA","N456UA",353,"PDX","SFO",74,550,13,11
"14870",2014,12,22,1312,-3,1538,-20,"DL","N664DN",1208,"PDX","SLC",70,630,13,12
"14871",2014,12,22,1328,53,1631,21,"WN","N948WN",2895,"PDX","ABQ",113,1111,13,28
"14872",2014,12,22,1338,8,1640,-20,"WN","N407WN",2880,"PDX","PHX",109,1009,13,38
"14873",2014,12,22,1354,9,1558,2,"AS","N469AS",570,"PDX","LAX",105,834,13,54
"14874",2014,12,22,1410,19,2002,15,"UA","N69813",1194,"PDX","ORD",203,1739,14,10
"14875",2014,12,22,1427,28,1620,6,"B6","N561JB",1521,"PDX","LGB",102,846,14,27
"14876",2014,12,22,1445,30,1610,15,"WN","N283WN",781,"PDX","OAK",75,543,14,45
"14877",2014,12,22,1455,-5,2006,-9,"DL","N952DN",1738,"PDX","MSP",173,1426,14,55
"14878",2014,12,22,1501,26,1548,24,"OO","N633SK",4790,"PDX","SEA",31,129,15,1
"14879",2014,12,22,1514,-1,1817,-26,"US","N624AW",596,"PDX","PHX",108,1009,15,14
"14880",2014,12,22,1527,42,1715,25,"WN","N556WN",658,"PDX","LAS",91,763,15,27
"14881",2014,12,22,1541,46,1814,30,"AS","N317AS",714,"PDX","SLC",73,630,15,41
"14882",2014,12,22,1559,146,1727,127,"UA","N833UA",645,"PDX","SFO",77,550,15,59
"14883",2014,12,22,1609,44,1916,26,"WN","N936WN",4295,"PDX","DEN",108,991,16,9
"14884",2014,12,22,1614,39,1922,15,"UA","N73406",1190,"PDX","DEN",107,991,16,14
"14885",2014,12,22,1634,29,1746,16,"WN","N352SW",4393,"PDX","SMF",64,479,16,34
"14886",2014,12,22,1638,13,1813,9,"AS","N793AS",402,"PDX","SJC",81,569,16,38
"14887",2014,12,22,1650,-10,1844,-17,"AS","N612AS",620,"PDX","LAS",94,763,16,50
"14888",2014,12,22,1651,-9,1851,-16,"OO","N227AG",3462,"PDX","ONT",101,838,16,51
"14889",2014,12,22,1654,13,1927,2,"DL","N3768",1194,"PDX","SLC",78,630,16,54
"14890",2014,12,22,1658,3,1900,-7,"AS","N626AS",588,"PDX","PSP",104,873,16,58
"14891",2014,12,22,1700,10,1833,-2,"WN","N413WN",4877,"PDX","SJC",80,569,17,0
"14892",2014,12,22,1710,-5,2208,40,"AS","N587AS",863,"PDX","OGG",393,2562,17,10
"14893",2014,12,22,1724,-11,1813,-12,"OO","N633SK",4491,"PDX","SEA",33,129,17,24
"14894",2014,12,22,1752,-3,1945,-15,"OO","N219AG",3488,"PDX","BUR",98,817,17,52
"14895",2014,12,22,1801,6,2014,4,"AS","N592AS",562,"PDX","LAX",111,834,18,1
"14896",2014,12,22,1802,32,1939,29,"WN","N386SW",1446,"PDX","OAK",75,543,18,2
"14897",2014,12,22,1803,-2,2123,-10,"US","N578UW",600,"PDX","PHX",109,1009,18,3
"14898",2014,12,22,1819,169,2026,163,"AS","N625AS",584,"PDX","SNA",110,859,18,19
"14899",2014,12,22,1825,45,2012,32,"WN","N461WN",4241,"PDX","LAS",94,763,18,25
"14900",2014,12,22,1831,0,2100,-15,"DL","N3740C",952,"PDX","SLC",73,630,18,31
"14901",2014,12,22,1838,158,2012,143,"OO","N593ML",5553,"PDX","SFO",78,550,18,38
"14902",2014,12,22,1847,-8,2046,-5,"AS","N795AS",386,"PDX","SFO",81,550,18,47
"14903",2014,12,22,1908,8,2024,-1,"WN","N756SA",384,"PDX","SMF",62,479,19,8
"14904",2014,12,22,1924,59,2059,54,"WN","N434WN",1963,"PDX","OAK",76,543,19,24
"14905",2014,12,22,1935,60,2109,44,"OO","N701BR",5480,"PDX","SFO",78,550,19,35
"14906",2014,12,22,1941,6,2139,-15,"AS","N407AS",598,"PDX","SAN",106,933,19,41
"14907",2014,12,22,1958,23,2305,0,"AS","N524AS",640,"PDX","PHX",107,1009,19,58
"14908",2014,12,22,2000,70,2201,46,"WN","N230WN",745,"PDX","SAN",112,933,20,0
"14909",2014,12,22,2003,6,2137,-8,"UA","N442UA",416,"PDX","SFO",79,550,20,3
"14910",2014,12,22,2008,9,2317,0,"F9","N204FR",794,"PDX","DEN",109,991,20,8
"14911",2014,12,22,2044,-6,2223,-7,"AS","N533AS",404,"PDX","SJC",86,569,20,44
"14912",2014,12,22,2052,32,2247,5,"AS","N317AS",566,"PDX","LAX",98,834,20,52
"14913",2014,12,22,2053,23,10,7,"US","N190UW",577,"PDX","PHX",110,1009,20,53
"14914",2014,12,22,2053,8,2356,-14,"WN","N762SW",3043,"PDX","PHX",111,1009,20,53
"14915",2014,12,22,2054,-1,2343,-23,"AS","N464AS",145,"PDX","ANC",211,1542,20,54
"14916",2014,12,22,2056,51,2230,45,"WN","N375SW",2161,"PDX","SJC",82,569,20,56
"14917",2014,12,22,2057,47,2251,36,"OO","N223AG",3464,"PDX","ONT",99,838,20,57
"14918",2014,12,22,2124,-1,522,-1,"B6","N554JB",1206,"PDX","JFK",279,2454,21,24
"14919",2014,12,22,2150,-20,47,-31,"AS","N537AS",143,"PDX","ANC",211,1542,21,50
"14920",2014,12,22,2158,53,2400,53,"AS","N611AS",624,"PDX","LAS",98,763,21,58
"14921",2014,12,22,2227,-3,601,-10,"US","N154UW",1930,"PDX","CLT",257,2282,22,27
"14922",2014,12,22,2233,-8,545,-20,"DL","N697DL",2497,"PDX","ATL",231,2172,22,33
"14923",2014,12,22,2250,-5,543,-18,"DL","N6704Z",2223,"PDX","DTW",218,1953,22,50
"14924",2014,12,22,2315,-7,450,-25,"UA","N496UA",722,"PDX","ORD",196,1739,23,15
"14925",2014,12,22,2330,-7,747,5,"DL","N3745B",1358,"PDX","JFK",281,2454,23,30
"14926",2014,12,22,2348,-7,523,-26,"UA","N447UA",440,"PDX","IAH",201,1825,23,48
"14927",2014,12,22,2356,1,718,-2,"DL","N655DL",1565,"PDX","ATL",235,2172,23,56
"14928",2014,12,23,49,-1,548,-16,"DL","N121DE",1670,"PDX","MSP",166,1426,0,49
"14929",2014,12,23,514,-6,821,-29,"US","N153UW",425,"PDX","PHX",109,1009,5,14
"14930",2014,12,23,530,0,846,-6,"UA","N17244",1143,"PDX","DEN",114,991,5,30
"14931",2014,12,23,544,-6,1341,-23,"UA","N467UA",339,"PDX","EWR",280,2434,5,44
"14932",2014,12,23,544,4,729,2,"UA","N75433",1480,"PDX","SFO",80,550,5,44
"14933",2014,12,23,545,0,903,-12,"WN","N8637A",650,"PDX","DEN",119,991,5,45
"14934",2014,12,23,556,-4,904,-26,"WN","N7722B",1927,"PDX","PHX",115,1009,5,56
"14935",2014,12,23,557,-3,1128,-17,"AA","N4YLAA",1534,"PDX","DFW",193,1616,5,57
"14936",2014,12,23,557,-3,802,20,"AS","N536AS",406,"PDX","SJC",100,569,5,57
"14937",2014,12,23,600,-5,808,-7,"WN","N954WN",577,"PDX","LAS",98,763,6,0
"14938",2014,12,23,600,0,827,-22,"DL","N674DL",1831,"PDX","SLC",73,630,6,0
"14939",2014,12,23,602,-8,700,-3,"OO","N633SK",4613,"PDX","SEA",35,129,6,2
"14940",2014,12,23,603,3,1201,-3,"UA","N67827",1230,"PDX","IAH",208,1825,6,3
"14941",2014,12,23,617,-3,1336,-22,"DL","N824DN",1156,"PDX","ATL",245,2172,6,17
"14942",2014,12,23,619,-1,1154,-21,"UA","N435UA",242,"PDX","ORD",199,1739,6,19
"14943",2014,12,23,627,-8,826,-23,"OO","N227AG",3460,"PDX","ONT",104,838,6,27
"14944",2014,12,23,631,-4,833,-21,"AS","N706AS",576,"PDX","SAN",110,933,6,31
"14945",2014,12,23,634,-1,810,-10,"WN","N289CT",1538,"PDX","OAK",77,543,6,34
"14946",2014,12,23,635,-5,837,-13,"OO","N219AG",3456,"PDX","BUR",102,817,6,35
"14947",2014,12,23,636,-4,914,10,"AS","N307AS",558,"PDX","LAX",105,834,6,36
"14948",2014,12,23,639,4,1238,8,"WN","N8612K",470,"PDX","MDW",222,1751,6,39
"14949",2014,12,23,641,1,817,-3,"VX","N855VA",805,"PDX","SFO",79,550,6,41
"14950",2014,12,23,642,-8,855,-14,"AS","N627AS",582,"PDX","SNA",116,859,6,42
"14951",2014,12,23,649,-6,1157,-21,"DL","N826DN",2090,"PDX","MSP",171,1426,6,49
"14952",2014,12,23,652,-3,814,-11,"WN","N651SW",213,"PDX","SMF",65,479,6,52
"14953",2014,12,23,653,-7,1504,-9,"DL","N3765",400,"PDX","JFK",283,2454,6,53
"14954",2014,12,23,653,-7,830,-23,"UA","N810UA",995,"PDX","SFO",82,550,6,53
"14955",2014,12,23,653,-7,753,3,"AS","N323AS",415,"PDX","SEA",34,129,6,53
"14956",2014,12,23,654,-6,857,-19,"B6","N510JB",1121,"PDX","LGB",106,846,6,54
"14957",2014,12,23,656,-4,841,-9,"WN","N442WN",1360,"PDX","SJC",86,569,6,56
"14958",2014,12,23,657,-3,1150,40,"AS","N519AS",833,"PDX","HNL",389,2603,6,57
"14959",2014,12,23,658,-7,1253,-7,"AA","N3CSAA",86,"PDX","ORD",201,1739,6,58
"14960",2014,12,23,725,0,911,-18,"AS","N305AS",244,"PDX","SFO",81,550,7,25
"14961",2014,12,23,752,2,1617,13,"AS","N512AS",30,"PDX","BOS",294,2537,7,52
"14962",2014,12,23,755,-5,1002,0,"AS","N467AS",626,"PDX","LAS",96,763,7,55
"14963",2014,12,23,800,-10,1327,-28,"AA","N434AA",1608,"PDX","DFW",183,1616,8,0
"14964",2014,12,23,807,-4,1554,-9,"UA","N481UA",250,"PDX","IAD",270,2327,8,7
"14965",2014,12,23,824,-1,957,-8,"WN","N256WN",203,"PDX","OAK",81,543,8,24
"14966",2014,12,23,824,-11,914,-11,"OO","N806SK",4608,"PDX","SEA",33,129,8,24
"14967",2014,12,23,841,-4,1146,-26,"US","N555AY",519,"PDX","PHX",112,1009,8,41
"14968",2014,12,23,844,84,1339,126,"AS","N518AS",855,"PDX","KOA",396,2607,8,44
"14969",2014,12,23,900,5,1112,-8,"WN","N370SW",4215,"PDX","SAN",119,933,9,0
"14970",2014,12,23,913,3,1030,-5,"WN","N788SA",2070,"PDX","SMF",65,479,9,13
"14971",2014,12,23,922,-8,1246,-12,"AS","N793AS",644,"PDX","PHX",118,1009,9,22
"14972",2014,12,23,936,6,1300,-15,"OO","N216AG",3466,"PDX","TUS",128,1119,9,36
"14973",2014,12,23,942,-8,1151,-24,"AS","N589AS",568,"PDX","LAX",107,834,9,42
"14974",2014,12,23,946,-9,1512,-27,"AS","N612AS",652,"PDX","DFW",189,1616,9,46
"14975",2014,12,23,947,-3,1733,-7,"AS","N552AS",764,"PDX","DCA",270,2350,9,47
"14976",2014,12,23,949,4,1235,-17,"AS","N469AS",131,"PDX","ANC",214,1542,9,49
"14977",2014,12,23,950,0,1238,-2,"OO","N223AG",3492,"PDX","SLC",77,630,9,50
"14978",2014,12,23,1005,0,1320,-9,"F9","N949FR",788,"PDX","DEN",124,991,10,5
"14979",2014,12,23,1007,-8,1455,40,"HA","N389HA",25,"PDX","HNL",376,2603,10,7
"14980",2014,12,23,1017,7,1212,2,"AS","N611AS",382,"PDX","SFO",88,550,10,17
"14981",2014,12,23,1029,-2,1313,3,"DL","N810DN",2189,"PDX","SLC",76,630,10,29
"14982",2014,12,23,1038,13,1630,5,"AS","N625AS",688,"PDX","ORD",201,1739,10,38
"14983",2014,12,23,1111,21,1423,8,"WN","N738CB",1527,"PDX","DEN",116,991,11,11
"14984",2014,12,23,1121,1,1609,37,"AS","N514AS",809,"PDX","OGG",383,2562,11,21
"14985",2014,12,23,1122,1,1700,-19,"UA","N483UA",679,"PDX","ORD",206,1739,11,22
"14986",2014,12,23,1125,20,1253,8,"WN","N444WN",611,"PDX","OAK",78,543,11,25
"14987",2014,12,23,1125,0,1211,-4,"OO","N611SK",4623,"PDX","SEA",32,129,11,25
"14988",2014,12,23,1131,6,1439,-13,"US","N624AW",574,"PDX","PHX",114,1009,11,31
"14989",2014,12,23,1141,6,1352,-1,"AS","N526AS",580,"PDX","SNA",114,859,11,41
"14990",2014,12,23,1147,-6,1916,-6,"DL","N804DN",2518,"PDX","ATL",249,2172,11,47
"14991",2014,12,23,1147,17,1324,12,"AS","N713AS",408,"PDX","SJC",82,569,11,47
"14992",2014,12,23,1201,6,1727,-8,"AA","N4WJAA",1453,"PDX","DFW",184,1616,12,1
"14993",2014,12,23,1202,-2,1739,-29,"UA","N27477",1609,"PDX","IAH",203,1825,12,2
"14994",2014,12,23,1205,55,1714,49,"WN","N221WN",3853,"PDX","MCI",172,1482,12,5
"14995",2014,12,23,1206,16,1403,13,"WN","N230WN",4808,"PDX","LAS",99,763,12,6
"14996",2014,12,23,1216,36,1349,29,"WN","N560WN",2342,"PDX","SJC",84,569,12,16
"14997",2014,12,23,1216,-4,1413,-13,"OO","N219AG",3454,"PDX","BUR",104,817,12,16
"14998",2014,12,23,1218,-7,1418,-12,"OO","N227AG",3470,"PDX","SBA",97,784,12,18
"14999",2014,12,23,1226,11,1435,0,"AS","N703AS",572,"PDX","SAN",118,933,12,26
"15000",2014,12,23,1252,17,1407,7,"WN","N8321D",198,"PDX","SMF",63,479,12,52
"15001",2014,12,23,1254,-6,1802,-14,"DL","N348NW",2164,"PDX","MSP",173,1426,12,54
"15002",2014,12,23,1304,24,1628,23,"WN","N616SW",528,"PDX","DEN",121,991,13,4
"15003",2014,12,23,1305,30,1617,7,"WN","N554WN",2895,"PDX","ABQ",121,1111,13,5
"15004",2014,12,23,1317,2,1546,-12,"DL","N616DL",1208,"PDX","SLC",74,630,13,17
"15005",2014,12,23,1319,50,1455,39,"UA","N806UA",353,"PDX","SFO",80,550,13,19
"15006",2014,12,23,1338,5,1514,-6,"UA","N837UA",645,"PDX","SFO",83,550,13,38
"15007",2014,12,23,1350,-1,1939,-8,"UA","N68802",1194,"PDX","ORD",210,1739,13,50
"15008",2014,12,23,1350,5,1557,1,"AS","N462AS",570,"PDX","LAX",105,834,13,50
"15009",2014,12,23,1404,34,1708,8,"WN","N214WN",2880,"PDX","PHX",113,1009,14,4
"15010",2014,12,23,1432,-3,1524,0,"OO","N609SK",4790,"PDX","SEA",41,129,14,32
"15011",2014,12,23,1443,28,1620,25,"WN","N206WN",781,"PDX","OAK",82,543,14,43
"15012",2014,12,23,1450,51,1655,41,"B6","N625JB",1521,"PDX","LGB",108,846,14,50
"15013",2014,12,23,1451,-9,1954,-21,"DL","N938DN",1738,"PDX","MSP",171,1426,14,51
"15014",2014,12,23,1452,-3,1727,-17,"AS","N320AS",714,"PDX","SLC",78,630,14,52
"15015",2014,12,23,1516,1,1830,-13,"US","N661AW",596,"PDX","PHX",116,1009,15,16
"15016",2014,12,23,1523,-7,1736,-7,"AS","N626AS",584,"PDX","SNA",116,859,15,23
"15017",2014,12,23,1537,2,1921,14,"UA","N39415",1601,"PDX","DEN",119,991,15,37
"15018",2014,12,23,1549,24,1902,12,"WN","N444WN",4295,"PDX","DEN",117,991,15,49
"15019",2014,12,23,1559,-1,1739,-10,"OO","N593ML",5553,"PDX","SFO",85,550,15,59
"15020",2014,12,23,1603,78,1755,65,"WN","N960WN",658,"PDX","LAS",98,763,16,3
"15021",2014,12,23,1630,25,1746,16,"WN","N370SW",4393,"PDX","SMF",65,479,16,30
"15022",2014,12,23,1637,-4,1905,-20,"DL","N3766",1194,"PDX","SLC",73,630,16,37
"15023",2014,12,23,1651,-9,1900,-1,"AS","N611AS",620,"PDX","LAS",101,763,16,51
"15024",2014,12,23,1654,-1,1915,8,"AS","N619AS",588,"PDX","PSP",116,873,16,54
"15025",2014,12,23,1710,-5,2203,35,"AS","N508AS",863,"PDX","OGG",393,2562,17,10
"15026",2014,12,23,1712,22,1847,12,"WN","N283WN",4877,"PDX","SJC",85,569,17,12
"15027",2014,12,23,1732,-3,1857,32,"OO","N609SK",4491,"PDX","SEA",43,129,17,32
"15028",2014,12,23,1751,21,1925,15,"WN","N618WN",1446,"PDX","OAK",80,543,17,51
"15029",2014,12,23,1758,3,2018,8,"AS","N526AS",562,"PDX","LAX",107,834,17,58
"15030",2014,12,23,1759,11,2126,6,"OO","N909SW",5659,"PDX","DEN",123,991,17,59
"15031",2014,12,23,1803,-2,2121,-12,"US","N539UW",600,"PDX","PHX",118,1009,18,3
"15032",2014,12,23,1835,4,2102,-13,"DL","N3730B",952,"PDX","SLC",72,630,18,35
"15033",2014,12,23,1844,104,2041,94,"OO","N216AG",3462,"PDX","ONT",102,838,18,44
"15034",2014,12,23,1848,68,2035,55,"WN","N460WN",4241,"PDX","LAS",94,763,18,48
"15035",2014,12,23,1904,9,2043,-8,"AS","N703AS",386,"PDX","SFO",85,550,19,4
"15036",2014,12,23,1912,47,2047,42,"WN","N950WN",1963,"PDX","OAK",84,543,19,12
"15037",2014,12,23,1925,35,2132,17,"WN","N251WN",745,"PDX","SAN",115,933,19,25
"15038",2014,12,23,1929,-6,2251,-14,"AS","N713AS",640,"PDX","PHX",121,1009,19,29
"15039",2014,12,23,1933,-2,2144,-10,"AS","N612AS",598,"PDX","SAN",119,933,19,33
"15040",2014,12,23,1949,74,2135,70,"OO","N701BR",5480,"PDX","SFO",85,550,19,49
"15041",2014,12,23,1953,-4,2129,-16,"UA","N479UA",416,"PDX","SFO",85,550,19,53
"15042",2014,12,23,2003,63,2124,59,"WN","N948WN",384,"PDX","SMF",66,479,20,3
"15043",2014,12,23,2007,-3,2211,-4,"OO","N224AG",3464,"PDX","ONT",108,838,20,7
"15044",2014,12,23,2016,-4,2240,-2,"AS","N529AS",566,"PDX","LAX",109,834,20,16
"15045",2014,12,23,2035,5,6,3,"US","N586UW",577,"PDX","PHX",119,1009,20,35
"15046",2014,12,23,2050,0,2239,9,"AS","N583AS",404,"PDX","SJC",88,569,20,50
"15047",2014,12,23,2053,48,2233,48,"WN","N687SW",2161,"PDX","SJC",88,569,20,53
"15048",2014,12,23,2102,-3,2258,-9,"AS","N625AS",624,"PDX","LAS",100,763,21,2
"15049",2014,12,23,2120,35,27,17,"WN","N907WN",3043,"PDX","PHX",117,1009,21,20
"15050",2014,12,23,2122,-3,517,-6,"B6","N794JB",1206,"PDX","JFK",277,2454,21,22
"15051",2014,12,23,2202,-8,58,-20,"AS","N594AS",143,"PDX","ANC",209,1542,22,2
"15052",2014,12,23,2229,-1,617,6,"US","N151UW",1930,"PDX","CLT",266,2282,22,29
"15053",2014,12,23,2237,-4,559,-6,"DL","N623DL",2497,"PDX","ATL",238,2172,22,37
"15054",2014,12,23,2237,158,143,146,"F9","N203FR",794,"PDX","DEN",108,991,22,37
"15055",2014,12,23,2253,-2,600,-1,"DL","N683DA",2223,"PDX","DTW",218,1953,22,53
"15056",2014,12,23,2318,-4,448,-27,"UA","N480UA",722,"PDX","ORD",199,1739,23,18
"15057",2014,12,23,2332,-5,739,-3,"DL","N3758Y",1358,"PDX","JFK",278,2454,23,32
"15058",2014,12,23,2351,-4,713,-7,"DL","N695DL",1565,"PDX","ATL",244,2172,23,51
"15059",2014,12,23,2352,-3,535,-16,"UA","N37434",1152,"PDX","IAH",210,1825,23,52
"15060",2014,12,24,48,-2,549,-15,"DL","N124DE",1670,"PDX","MSP",160,1426,0,48
"15061",2014,12,24,518,-2,847,-3,"US","N174US",425,"PDX","PHX",127,1009,5,18
"15062",2014,12,24,529,-1,842,-10,"UA","N28457",1094,"PDX","DEN",115,991,5,29
"15063",2014,12,24,546,-4,1351,-13,"UA","N402UA",348,"PDX","EWR",284,2434,5,46
"15064",2014,12,24,547,2,858,-17,"WN","N8645A",1611,"PDX","DEN",116,991,5,47
"15065",2014,12,24,551,-9,1130,-15,"AA","N567AA",1534,"PDX","DFW",191,1616,5,51
"15066",2014,12,24,551,-9,756,14,"AS","N419AS",406,"PDX","SJC",102,569,5,51
"15067",2014,12,24,600,0,1152,-12,"UA","N68836",174,"PDX","IAH",208,1825,6,0
"15068",2014,12,24,602,2,920,-10,"WN","N955WN",1927,"PDX","PHX",119,1009,6,2
"15069",2014,12,24,604,4,853,4,"DL","N652DL",1831,"PDX","SLC",77,630,6,4
"15070",2014,12,24,605,-5,809,-6,"WN","N7813P",577,"PDX","LAS",102,763,6,5
"15071",2014,12,24,608,-7,919,-20,"F9","N923FR",796,"PDX","DEN",117,991,6,8
"15072",2014,12,24,609,-1,657,-6,"OO","N609SK",4613,"PDX","SEA",29,129,6,9
"15073",2014,12,24,616,2,1155,-14,"UA","N404UA",416,"PDX","ORD",201,1739,6,16
"15074",2014,12,24,621,1,1348,-10,"DL","N816DN",1156,"PDX","ATL",249,2172,6,21
"15075",2014,12,24,627,-8,832,-17,"OO","N219AG",3460,"PDX","ONT",108,838,6,27
"15076",2014,12,24,630,-5,852,-2,"AS","N793AS",576,"PDX","SAN",125,933,6,30
"15077",2014,12,24,633,-7,838,-12,"OO","N216AG",3456,"PDX","BUR",109,817,6,33
"15078",2014,12,24,634,-6,856,-8,"AS","N435AS",558,"PDX","LAX",119,834,6,34
"15079",2014,12,24,638,-2,824,4,"VX","N840VA",805,"PDX","SFO",90,550,6,38
"15080",2014,12,24,640,0,827,7,"WN","N778SW",1756,"PDX","OAK",89,543,6,40
"15081",2014,12,24,640,-10,906,-3,"AS","N611AS",582,"PDX","SNA",122,859,6,40
"15082",2014,12,24,641,6,1221,-9,"WN","N8624J",1613,"PDX","MDW",205,1751,6,41
